Quantity,Sales,Customer Name,Month-Year,Month,Year,Order ID,Product Category,Order_ID,Customer_ID
0,0,Ned Jones,01-01-2017,1,01-01-2017,789805-1-2017,Apparel,789805-1-2017,2190
25,920,Sofia Kelly,01-06-2015,6,01-01-2015,928708-6-2015,Dining,928708-6-2015,1851
0,0,Fiona Higgins,01-06-2017,6,01-01-2017,591500-6-2017,Travel,591500-6-2017,1593
0,0,Emma Brown,01-09-2018,9,01-01-2018,605716-9-2018,Books,605716-9-2018,2173
0,0,Nicole Kelley,01-11-2019,11,01-01-2019,473633-11-2019,Dining,473633-11-2019,1926
53,720,Edward Campbell,01-01-2015,1,01-01-2015,687072-1-2015,Dining,687072-1-2015,1514
0,0,Mary Ryan,01-06-2019,6,01-01-2019,445650-6-2019,Books,445650-6-2019,1967
0,0,Lydia Rogers,01-01-2017,1,01-01-2017,867848-1-2017,Health,867848-1-2017,1644
0,0,Kristian Jones,01-02-2017,2,01-01-2017,342598-2-2017,Apparel,342598-2-2017,1896
0,0,Lydia Tucker,01-05-2016,5,01-01-2016,370705-5-2016,Departmental,370705-5-2016,1989
40,590,Adam Wilson,01-10-2015,10,01-01-2015,977781-10-2015,Departmental,977781-10-2015,1976
78,332,Fiona Higgins,01-03-2015,3,01-01-2015,130710-3-2015,Health,130710-3-2015,1593
0,0,Sam Cooper,01-03-2018,3,01-01-2018,709995-3-2018,Accessories,709995-3-2018,1969
0,0,Myra Crawford,01-12-2019,12,01-01-2019,756965-12-2019,Dining,756965-12-2019,1629
0,0,Maddie Edwards,01-09-2017,9,01-01-2017,163333-9-2017,Books,163333-9-2017,1795
0,0,Frederick Douglas,01-10-2019,10,01-01-2019,751354-10-2019,Departmental,751354-10-2019,2132
0,0,Nicole Moore,01-08-2017,8,01-01-2017,747659-8-2017,Travel,747659-8-2017,2092
0,0,Abigail Scott,01-06-2019,6,01-01-2019,793822-6-2019,Accessories,793822-6-2019,2206
54,570,Miley Stewart,01-07-2015,7,01-01-2015,874805-7-2015,Dining,874805-7-2015,1762
0,0,Jenna Hall,01-05-2017,5,01-01-2017,609377-5-2017,Health,609377-5-2017,1775
0,0,Justin Craig,01-05-2016,5,01-01-2016,130310-5-2016,Travel,130310-5-2016,1952
0,0,Maria Johnston,01-01-2019,1,01-01-2019,126265-1-2019,Accessories,126265-1-2019,1648
0,0,Charlie Wells,01-04-2018,4,01-01-2018,728742-4-2018,Health,728742-4-2018,1532
77,256,Vivian Grant,01-06-2015,6,01-01-2015,838985-6-2015,Travel,838985-6-2015,2006
85,925,Alexander Thomas,01-06-2015,6,01-01-2015,572137-6-2015,Departmental,572137-6-2015,1529
0,0,Chester Higgins,01-11-2017,11,01-01-2017,447353-11-2017,Departmental,447353-11-2017,1996
12,947,Edith Tucker,01-07-2015,7,01-01-2015,953596-7-2015,Travel,953596-7-2015,2106
0,0,Carina Thomas,01-05-2016,5,01-01-2016,724656-5-2016,Apparel,724656-5-2016,1835
0,0,Jessica Barnes,01-04-2018,4,01-01-2018,997005-4-2018,Dining,997005-4-2018,2167
0,0,Steven Walker,01-01-2019,1,01-01-2019,323685-1-2019,Travel,323685-1-2019,1694
49,878,Alford Barnes,01-02-2015,2,01-01-2015,624429-2-2015,Travel,624429-2-2015,2053
55,598,Alfred Elliott,01-04-2015,4,01-01-2015,875984-4-2015,Travel,875984-4-2015,2219
66,556,Tyler Harper,01-07-2015,7,01-01-2015,105958-7-2015,Departmental,105958-7-2015,2058
0,0,Lily Spencer,01-09-2018,9,01-01-2018,131409-9-2018,Departmental,131409-9-2018,1692
65,104,Paige Richards,01-03-2015,3,01-01-2015,147086-3-2015,Apparel,147086-3-2015,1598
0,0,Justin Anderson,01-04-2019,4,01-01-2019,481910-4-2019,Books,481910-4-2019,2111
0,0,Byron Carter,01-10-2018,10,01-01-2018,782112-10-2018,Health,782112-10-2018,2061
0,0,Ned Turner,01-06-2016,6,01-01-2016,281366-6-2016,Travel,281366-6-2016,1780
0,0,Byron Riley,01-03-2019,3,01-01-2019,897111-3-2019,Departmental,897111-3-2019,1883
0,0,Victor Smith,01-09-2017,9,01-01-2017,198688-9-2017,Departmental,198688-9-2017,2031
0,0,Leonardo Richardson,01-09-2019,9,01-01-2019,366122-9-2019,Apparel,366122-9-2019,2117
0,0,Nicole Moore,01-01-2016,1,01-01-2016,763177-1-2016,Travel,763177-1-2016,2092
0,0,Rebecca Holmes,01-04-2016,4,01-01-2016,210209-4-2016,Travel,210209-4-2016,1978
0,0,Lana Johnston,01-04-2016,4,01-01-2016,341644-4-2016,Departmental,341644-4-2016,1836
73,193,Oscar Ferguson,01-05-2015,5,01-01-2015,110535-5-2015,Dining,110535-5-2015,2056
0,0,Bruce Chapman,01-02-2018,2,01-01-2018,116790-2-2018,Accessories,116790-2-2018,1584
0,0,Brad Taylor,01-02-2019,2,01-01-2019,249280-2-2019,Books,249280-2-2019,2019
0,0,Sofia Anderson,01-04-2017,4,01-01-2017,154431-4-2017,Health,154431-4-2017,1988
91,768,Heather Tucker,01-11-2015,11,01-01-2015,482925-11-2015,Apparel,482925-11-2015,1572
0,0,Andrew Richards,01-12-2016,12,01-01-2016,152357-12-2016,Departmental,152357-12-2016,1873
0,0,Dale Russell,01-06-2017,6,01-01-2017,356316-6-2017,Books,356316-6-2017,1902
0,0,Andrew Campbell,01-04-2016,4,01-01-2016,737724-4-2016,Apparel,737724-4-2016,2159
24,741,Dexter Armstrong,01-03-2015,3,01-01-2015,244077-3-2015,Health,244077-3-2015,1936
0,0,Vivian Kelley,01-09-2017,9,01-01-2017,846544-9-2017,Books,846544-9-2017,2212
0,0,Harold Anderson,01-09-2017,9,01-01-2017,681490-9-2017,Books,681490-9-2017,1660
0,0,Edwin Harris,01-01-2017,1,01-01-2017,354806-1-2017,Health,354806-1-2017,1915
0,0,Ryan Brown,01-06-2016,6,01-01-2016,195518-6-2016,Books,195518-6-2016,1624
0,0,Lucas Turner,01-03-2017,3,01-01-2017,469728-3-2017,Departmental,469728-3-2017,1636
85,131,Leonardo Richardson,01-06-2015,6,01-01-2015,543315-6-2015,Apparel,543315-6-2015,1596
0,0,Barrett Chelsea,01-04-2018,4,01-01-2018,236446-4-2018,Books,236446-4-2018,1724
0,0,Kevin Campbell,01-06-2016,6,01-01-2016,272558-6-2016,Travel,272558-6-2016,1716
74,758,Dainton Howard,01-01-2015,1,01-01-2015,977001-1-2015,Departmental,977001-1-2015,1822
0,0,Belinda Barrett,01-09-2016,9,01-01-2016,512888-9-2016,Health,512888-9-2016,2204
0,0,Rebecca Brooks,01-02-2018,2,01-01-2018,425450-2-2018,Books,425450-2-2018,1973
88,167,Abraham Taylor,01-04-2015,4,01-01-2015,832953-4-2015,Books,832953-4-2015,1924
0,0,Isabella Warren,01-05-2017,5,01-01-2017,356130-5-2017,Travel,356130-5-2017,2181
0,0,Foster Preston,01-10-2018,10,01-01-2018,923443-10-2018,Health,923443-10-2018,1842
0,0,Harold Ellis,01-01-2018,1,01-01-2018,498688-1-2018,Travel,498688-1-2018,1838
0,0,Arthur Morrison,01-09-2019,9,01-01-2019,569700-9-2019,Apparel,569700-9-2019,2013
0,0,Amelia Ellis,01-05-2019,5,01-01-2019,269209-5-2019,Health,269209-5-2019,1793
37,606,Leonardo Richardson,01-12-2015,12,01-01-2015,865577-12-2015,Books,865577-12-2015,1664
0,0,Kelsey Wilson,01-02-2019,2,01-01-2019,229822-2-2019,Apparel,229822-2-2019,2034
0,0,Edith Murray,01-08-2017,8,01-01-2017,302346-8-2017,Accessories,302346-8-2017,2011
0,0,Mason Sam,01-02-2018,2,01-01-2018,434362-2-2018,Health,434362-2-2018,2002
0,0,Alan Richards,01-11-2016,11,01-01-2016,135896-11-2016,Travel,135896-11-2016,1768
0,0,Lucas Nelson,01-11-2019,11,01-01-2019,791426-11-2019,Books,791426-11-2019,1846
30,650,Adam Bailey,01-09-2015,9,01-01-2015,400168-9-2015,Dining,400168-9-2015,2188
29,457,Roland Ellis,01-02-2015,2,01-01-2015,703106-2-2015,Accessories,703106-2-2015,1856
0,0,Walter Turner,01-07-2018,7,01-01-2018,443245-7-2018,Departmental,443245-7-2018,2105
0,0,Adelaide Baker,01-04-2018,4,01-01-2018,388498-4-2018,Books,388498-4-2018,2060
0,0,Abigail Armstrong,01-02-2018,2,01-01-2018,181159-2-2018,Health,181159-2-2018,1623
0,0,Arnold Anderson,01-01-2019,1,01-01-2019,622725-1-2019,Books,622725-1-2019,1559
89,196,Lydia Harper,01-03-2015,3,01-01-2015,310123-3-2015,Accessories,310123-3-2015,1985
0,0,Marcus Casey,01-03-2017,3,01-01-2017,968287-3-2017,Dining,968287-3-2017,1612
0,0,Antony Hunt,01-02-2016,2,01-01-2016,812101-2-2016,Books,812101-2-2016,2033
0,0,Daniel Ferguson,01-04-2019,4,01-01-2019,311463-4-2019,Accessories,311463-4-2019,1551
0,0,Madaline Warren,01-06-2019,6,01-01-2019,464954-6-2019,Travel,464954-6-2019,1691
0,0,Arnold Montgomery,01-04-2017,4,01-01-2017,953779-4-2017,Apparel,953779-4-2017,2023
0,0,Lydia Wright,01-03-2018,3,01-01-2018,438270-3-2018,Dining,438270-3-2018,1993
0,0,Dexter Armstrong,01-01-2017,1,01-01-2017,856828-1-2017,Departmental,856828-1-2017,1936
11,491,Jack Cole,01-11-2015,11,01-01-2015,585515-11-2015,Departmental,585515-11-2015,2063
0,0,Valeria Foster,01-09-2018,9,01-01-2018,560860-9-2018,Health,560860-9-2018,2015
84,575,Max Hunt,01-07-2015,7,01-01-2015,433763-7-2015,Travel,433763-7-2015,1900
0,0,Fenton Higgins,01-10-2017,10,01-01-2017,651975-10-2017,Departmental,651975-10-2017,2186
0,0,Sabrina Morgan,01-08-2016,8,01-01-2016,545149-8-2016,Apparel,545149-8-2016,1812
82,899,Joyce Richardson,01-10-2015,10,01-01-2015,985833-10-2015,Travel,985833-10-2015,2161
17,272,Julia Ross,01-01-2015,1,01-01-2015,561060-1-2015,Accessories,561060-1-2015,2214
35,367,Kristian Bennett,01-01-2015,1,01-01-2015,594213-1-2015,Dining,594213-1-2015,1729
0,0,Adrianna Campbell,01-08-2016,8,01-01-2016,784910-8-2016,Accessories,784910-8-2016,2072
0,0,Hailey Morrison,01-12-2017,12,01-01-2017,346447-12-2017,Apparel,346447-12-2017,2012
0,0,Julian Baker,01-05-2017,5,01-01-2017,830081-5-2017,Books,830081-5-2017,1588
0,0,Carina Chapman,01-05-2016,5,01-01-2016,382627-5-2016,Accessories,382627-5-2016,2136
0,0,Freddie Barnes,01-06-2017,6,01-01-2017,811345-6-2017,Travel,811345-6-2017,2007
0,0,Adison Payne,01-05-2016,5,01-01-2016,921172-5-2016,Books,921172-5-2016,1626
0,0,Sarah Higgins,01-04-2019,4,01-01-2019,736470-4-2019,Dining,736470-4-2019,1726
0,0,Sofia Kelly,01-01-2016,1,01-01-2016,419550-1-2016,Travel,419550-1-2016,1851
0,0,Julia Gray,01-06-2016,6,01-01-2016,969056-6-2016,Accessories,969056-6-2016,1573
0,0,Alfred Elliott,01-09-2019,9,01-01-2019,789290-9-2019,Books,789290-9-2019,2219
0,0,Edgar Foster,01-04-2017,4,01-01-2017,794597-4-2017,Apparel,794597-4-2017,1615
0,0,Julia Gray,01-10-2018,10,01-01-2018,439525-10-2018,Travel,439525-10-2018,1573
87,154,Arthur Armstrong,01-11-2015,11,01-01-2015,595889-11-2015,Apparel,595889-11-2015,1604
67,744,Kellan Walker,01-09-2015,9,01-01-2015,241406-9-2015,Apparel,241406-9-2015,1533
19,808,Lily Martin,01-10-2015,10,01-01-2015,177144-10-2015,Departmental,177144-10-2015,1966
16,549,Edgar Johnson,01-12-2015,12,01-01-2015,742576-12-2015,Books,742576-12-2015,1832
21,712,Justin Craig,01-01-2015,1,01-01-2015,472547-1-2015,Health,472547-1-2015,1952
0,0,Tony Harper,01-02-2017,2,01-01-2017,653787-2-2017,Travel,653787-2-2017,1885
0,0,Lana Clark,01-01-2017,1,01-01-2017,650695-1-2017,Travel,650695-1-2017,1734
0,0,Chelsea Stevens,01-09-2019,9,01-01-2019,629854-9-2019,Dining,629854-9-2019,1633
0,0,Cooper Robert,01-11-2019,11,01-01-2019,835764-11-2019,Books,835764-11-2019,2148
0,0,Owen Adams,01-09-2017,9,01-01-2017,832555-9-2017,Books,832555-9-2017,2076
0,0,Dainton Nelson,01-07-2016,7,01-01-2016,367419-7-2016,Apparel,367419-7-2016,2127
41,560,Steven Tucker,01-06-2015,6,01-01-2015,662433-6-2015,Health,662433-6-2015,1947
88,679,Marcus Stevens,01-03-2015,3,01-01-2015,325539-3-2015,Books,325539-3-2015,1770
0,0,Madaline Warren,01-12-2017,12,01-01-2017,713784-12-2017,Dining,713784-12-2017,1691
0,0,Spike Craig,01-11-2019,11,01-01-2019,935850-11-2019,Departmental,935850-11-2019,2044
0,0,Walter Turner,01-07-2017,7,01-01-2017,728296-7-2017,Departmental,728296-7-2017,1622
0,0,Dominik Allen,01-03-2019,3,01-01-2019,992792-3-2019,Travel,992792-3-2019,1772
0,0,Ashton West,01-05-2016,5,01-01-2016,957417-5-2016,Departmental,957417-5-2016,1526
0,0,Gianna Farrell,01-05-2016,5,01-01-2016,967202-5-2016,Travel,967202-5-2016,1866
60,113,Kelvin Thomas,01-03-2015,3,01-01-2015,249009-3-2015,Accessories,249009-3-2015,1649
0,0,Adrian Barnes,01-04-2016,4,01-01-2016,881789-4-2016,Accessories,881789-4-2016,2120
0,0,Max Hunt,01-03-2018,3,01-01-2018,162503-3-2018,Travel,162503-3-2018,1900
0,0,Dainton Nelson,01-12-2019,12,01-01-2019,656723-12-2019,Apparel,656723-12-2019,2127
0,0,Ned Davis,01-04-2017,4,01-01-2017,255985-4-2017,Apparel,255985-4-2017,1782
0,0,Albert Walker,01-05-2019,5,01-01-2019,847475-5-2019,Dining,847475-5-2019,1910
0,0,Aida Murphy,01-12-2016,12,01-01-2016,467231-12-2016,Health,467231-12-2016,1630
0,0,Lucas Turner,01-02-2017,2,01-01-2017,508145-2-2017,Dining,508145-2-2017,1636
0,0,Spike Turner,01-02-2017,2,01-01-2017,165561-2-2017,Departmental,165561-2-2017,1555
0,0,Eric Barrett,01-03-2019,3,01-01-2019,832354-3-2019,Dining,832354-3-2019,1665
0,0,Joyce Richardson,01-03-2016,3,01-01-2016,749102-3-2016,Books,749102-3-2016,2161
0,0,Sabrina Morrison,01-03-2017,3,01-01-2017,419243-3-2017,Apparel,419243-3-2017,2170
0,0,Preston Johnson,01-01-2017,1,01-01-2017,436088-1-2017,Health,436088-1-2017,2109
0,0,Adrian Spencer,01-06-2017,6,01-01-2017,950301-6-2017,Travel,950301-6-2017,1602
27,657,Ashton Hill,01-06-2015,6,01-01-2015,749954-6-2015,Accessories,749954-6-2015,1927
0,0,Edgar Murray,01-11-2016,11,01-01-2016,567427-11-2016,Departmental,567427-11-2016,1867
0,0,Chelsea Moore,01-02-2016,2,01-01-2016,374647-2-2016,Departmental,374647-2-2016,2079
0,0,Leonardo Jones,01-08-2016,8,01-01-2016,997199-8-2016,Health,997199-8-2016,1843
0,0,Kate Stevens,01-02-2018,2,01-01-2018,360382-2-2018,Travel,360382-2-2018,1516
0,0,Frederick Sullivan,01-01-2019,1,01-01-2019,880670-1-2019,Travel,880670-1-2019,1784
0,0,Rebecca Holmes,01-10-2019,10,01-01-2019,364398-10-2019,Apparel,364398-10-2019,1978
0,0,Alberta Howard,01-05-2018,5,01-01-2018,371601-5-2018,Accessories,371601-5-2018,2067
0,0,April Ellis,01-04-2019,4,01-01-2019,704444-4-2019,Books,704444-4-2019,1882
0,0,Aston Kelly,01-06-2017,6,01-01-2017,472837-6-2017,Accessories,472837-6-2017,1944
0,0,Florrie Johnston,01-11-2016,11,01-01-2016,297145-11-2016,Dining,297145-11-2016,1764
0,0,Heather Tucker,01-08-2019,8,01-01-2019,725893-8-2019,Accessories,725893-8-2019,1572
0,0,Sabrina Barrett,01-03-2019,3,01-01-2019,136836-3-2019,Apparel,136836-3-2019,1949
0,0,Ashton Brown,01-11-2018,11,01-01-2018,231372-11-2018,Health,231372-11-2018,2125
0,0,Victoria Farrell,01-04-2017,4,01-01-2017,390708-4-2017,Accessories,390708-4-2017,1548
56,543,Clark Smith,01-03-2015,3,01-01-2015,911725-3-2015,Travel,911725-3-2015,2172
0,0,Alexia Holmes,01-01-2017,1,01-01-2017,918258-1-2017,Dining,918258-1-2017,1743
0,0,Tyler Bailey,01-05-2018,5,01-01-2018,516973-5-2018,Dining,516973-5-2018,2020
0,0,David Gray,01-01-2019,1,01-01-2019,658426-1-2019,Apparel,658426-1-2019,2194
60,532,Vanessa Morrison,01-04-2015,4,01-01-2015,189177-4-2015,Travel,189177-4-2015,2080
0,0,Sienna Harrison,01-03-2016,3,01-01-2016,966124-3-2016,Health,966124-3-2016,1671
0,0,Tony Harper,01-08-2019,8,01-01-2019,216763-8-2019,Dining,216763-8-2019,1885
0,0,Edward Sullivan,01-04-2019,4,01-01-2019,151523-4-2019,Departmental,151523-4-2019,2182
0,0,Arnold Montgomery,01-12-2016,12,01-01-2016,800850-12-2016,Travel,800850-12-2016,2024
0,0,Lana Scott,01-03-2017,3,01-01-2017,717794-3-2017,Books,717794-3-2017,1831
0,0,Sienna Harper,01-08-2017,8,01-01-2017,756347-8-2017,Departmental,756347-8-2017,2037
0,0,Robert Stevens,01-11-2018,11,01-01-2018,164534-11-2018,Departmental,164534-11-2018,1841
0,0,Frederick Sullivan,01-06-2019,6,01-01-2019,782923-6-2019,Accessories,782923-6-2019,1784
0,0,Kate Rogers,01-03-2016,3,01-01-2016,484494-3-2016,Health,484494-3-2016,2046
19,586,Lana Clark,01-10-2015,10,01-01-2015,703967-10-2015,Accessories,703967-10-2015,1734
0,0,Maria Johnston,01-11-2016,11,01-01-2016,334131-11-2016,Dining,334131-11-2016,1648
0,0,Nicole Kelley,01-11-2017,11,01-01-2017,599385-11-2017,Travel,599385-11-2017,1926
0,0,Rebecca Holmes,01-05-2017,5,01-01-2017,786034-5-2017,Health,786034-5-2017,1978
0,0,Miranda Thomas,01-08-2019,8,01-01-2019,681841-8-2019,Accessories,681841-8-2019,1565
0,0,Henry Phillips,01-12-2016,12,01-01-2016,762107-12-2016,Accessories,762107-12-2016,1635
0,0,Daniel Davis,01-02-2017,2,01-01-2017,520377-2-2017,Departmental,520377-2-2017,1538
0,0,Lucas Turner,01-11-2018,11,01-01-2018,143015-11-2018,Health,143015-11-2018,1636
0,0,Jasmine Jones,01-08-2016,8,01-01-2016,537154-8-2016,Dining,537154-8-2016,1720
63,957,Justin Craig,01-07-2015,7,01-01-2015,460926-7-2015,Departmental,460926-7-2015,1952
0,0,Barrett Chelsea,01-02-2017,2,01-01-2017,719616-2-2017,Dining,719616-2-2017,1724
0,0,Miranda Johnston,01-01-2016,1,01-01-2016,320370-1-2016,Books,320370-1-2016,1991
45,618,Michelle Kelley,01-03-2015,3,01-01-2015,193963-3-2015,Dining,193963-3-2015,1807
0,0,Harold Ellis,01-08-2017,8,01-01-2017,193911-8-2017,Dining,193911-8-2017,1838
0,0,Kate Martin,01-01-2019,1,01-01-2019,292128-1-2019,Departmental,292128-1-2019,1715
79,350,Lana Scott,01-03-2015,3,01-01-2015,115229-3-2015,Health,115229-3-2015,1831
0,0,Jessica Morgan,01-09-2019,9,01-01-2019,606918-9-2019,Accessories,606918-9-2019,1560
0,0,Maria Johnston,01-06-2016,6,01-01-2016,639556-6-2016,Health,639556-6-2016,1648
0,0,Jessica Barnes,01-09-2019,9,01-01-2019,483010-9-2019,Travel,483010-9-2019,2167
0,0,Ryan Mason,01-08-2018,8,01-01-2018,184543-8-2018,Books,184543-8-2018,2171
0,0,Ryan Brown,01-01-2016,1,01-01-2016,542356-1-2016,Books,542356-1-2016,1624
89,285,Henry Henderson,01-02-2015,2,01-01-2015,589067-2-2015,Health,589067-2-2015,1706
0,0,Kate Stevens,01-12-2017,12,01-01-2017,893063-12-2017,Travel,893063-12-2017,1516
0,0,Mary Spencer,01-08-2019,8,01-01-2019,119151-8-2019,Health,119151-8-2019,2055
0,0,Chester Allen,01-01-2018,1,01-01-2018,837069-1-2018,Accessories,837069-1-2018,1637
0,0,Foster Preston,01-02-2017,2,01-01-2017,950481-2-2017,Dining,950481-2-2017,1699
0,0,Eric Alexander,01-06-2018,6,01-01-2018,715044-6-2018,Travel,715044-6-2018,1783
0,0,Fiona Fowler,01-01-2018,1,01-01-2018,578165-1-2018,Departmental,578165-1-2018,1909
0,0,Eric Barrett,01-10-2016,10,01-01-2016,598556-10-2016,Dining,598556-10-2016,1665
0,0,Sienna Harper,01-07-2016,7,01-01-2016,561936-7-2016,Apparel,561936-7-2016,2037
0,0,Lily Thomas,01-02-2017,2,01-01-2017,187396-2-2017,Accessories,187396-2-2017,2097
0,0,Miller Ted,01-05-2016,5,01-01-2016,148788-5-2016,Health,148788-5-2016,2041
0,0,Abraham Campbell,01-05-2019,5,01-01-2019,632730-5-2019,Books,632730-5-2019,1680
0,0,Valeria Brown,01-11-2017,11,01-01-2017,382757-11-2017,Health,382757-11-2017,1681
0,0,Daniel Ferguson,01-05-2018,5,01-01-2018,207589-5-2018,Dining,207589-5-2018,1551
62,121,Oscar Ferguson,01-06-2015,6,01-01-2015,738437-6-2015,Dining,738437-6-2015,2056
0,0,Anna Armstrong,01-09-2017,9,01-01-2017,759176-9-2017,Travel,759176-9-2017,1673
0,0,Emma Davis,01-10-2018,10,01-01-2018,842087-10-2018,Books,842087-10-2018,1628
0,0,Byron Carter,01-03-2018,3,01-01-2018,371689-3-2018,Apparel,371689-3-2018,2061
0,0,Florrie Scott,01-02-2019,2,01-01-2019,973699-2-2019,Health,973699-2-2019,1530
27,856,Violet Martin,01-02-2015,2,01-01-2015,791970-2-2015,Dining,791970-2-2015,1562
0,0,Hailey Thompson,01-05-2018,5,01-01-2018,819641-5-2018,Dining,819641-5-2018,1731
0,0,Kristian Edwards,01-04-2019,4,01-01-2019,729069-4-2019,Accessories,729069-4-2019,2089
0,0,Kellan Owens,01-02-2019,2,01-01-2019,248360-2-2019,Books,248360-2-2019,1899
74,529,Amelia Taylor,01-08-2015,8,01-01-2015,998486-8-2015,Books,998486-8-2015,1998
0,0,Chelsea Stevens,01-11-2016,11,01-01-2016,439065-11-2016,Departmental,439065-11-2016,1633
0,0,Jasmine Alexander,01-02-2019,2,01-01-2019,990522-2-2019,Dining,990522-2-2019,2038
0,0,Melanie Phillips,01-06-2016,6,01-01-2016,922535-6-2016,Departmental,922535-6-2016,1669
0,0,Jordan Hall,01-10-2019,10,01-01-2019,549943-10-2019,Books,549943-10-2019,1545
0,0,Aiden Stevens,01-10-2017,10,01-01-2017,423297-10-2017,Apparel,423297-10-2017,1577
0,0,Sarah Barrett,01-01-2016,1,01-01-2016,185832-1-2016,Dining,185832-1-2016,1837
0,0,Clark Evans,01-10-2016,10,01-01-2016,462366-10-2016,Travel,462366-10-2016,1923
0,0,Savana Baker,01-03-2018,3,01-01-2018,186207-3-2018,Accessories,186207-3-2018,1613
0,0,Nicole Moore,01-08-2019,8,01-01-2019,771614-8-2019,Departmental,771614-8-2019,2092
27,193,Elian Grant,01-07-2015,7,01-01-2015,719737-7-2015,Books,719737-7-2015,1748
0,0,Vanessa Harper,01-11-2019,11,01-01-2019,381857-11-2019,Departmental,381857-11-2019,1839
0,0,Sydney Morrison,01-06-2017,6,01-01-2017,847976-6-2017,Books,847976-6-2017,1513
0,0,Martin Bennett,01-08-2018,8,01-01-2018,783101-8-2018,Departmental,783101-8-2018,1725
0,0,Andrew Richards,01-07-2018,7,01-01-2018,629692-7-2018,Travel,629692-7-2018,1873
0,0,Sam Watson,01-11-2016,11,01-01-2016,209173-11-2016,Apparel,209173-11-2016,2155
0,0,Ned Bennett,01-04-2018,4,01-01-2018,377633-4-2018,Accessories,377633-4-2018,1859
0,0,Sawyer Andrews,01-01-2017,1,01-01-2017,135157-1-2017,Dining,135157-1-2017,2114
0,0,Lydia Richardson,01-09-2016,9,01-01-2016,977501-9-2016,Accessories,977501-9-2016,1579
0,0,Kelvin Owens,01-05-2017,5,01-01-2017,749092-5-2017,Travel,749092-5-2017,1908
0,0,Elise Turner,01-02-2016,2,01-01-2016,149937-2-2016,Travel,149937-2-2016,1670
0,0,John Hawkins,01-12-2017,12,01-01-2017,419046-12-2017,Accessories,419046-12-2017,2211
0,0,Kimberly Davis,01-09-2016,9,01-01-2016,124840-9-2016,Travel,124840-9-2016,1651
0,0,Arthur Edwards,01-01-2017,1,01-01-2017,298660-1-2017,Travel,298660-1-2017,2209
65,649,Carina Thomas,01-03-2015,3,01-01-2015,944335-3-2015,Departmental,944335-3-2015,1835
0,0,Jordan Miller,01-03-2018,3,01-01-2018,695163-3-2018,Apparel,695163-3-2018,2052
0,0,Lily Martin,01-08-2018,8,01-01-2018,780256-8-2018,Departmental,780256-8-2018,1966
0,0,Amelia Reed,01-09-2018,9,01-01-2018,782937-9-2018,Health,782937-9-2018,1687
0,0,Natalie Wright,01-02-2017,2,01-01-2017,183922-2-2017,Books,183922-2-2017,2163
0,0,Arianna Holmes,01-01-2017,1,01-01-2017,380647-1-2017,Books,380647-1-2017,2164
34,368,Aiden Chapman,01-09-2015,9,01-01-2015,563451-9-2015,Health,563451-9-2015,2138
0,0,Anna Cole,01-05-2019,5,01-01-2019,390790-5-2019,Accessories,390790-5-2019,1733
0,0,Edgar Miller,01-07-2019,7,01-01-2019,374441-7-2019,Travel,374441-7-2019,1757
0,0,Dominik Bennett,01-02-2019,2,01-01-2019,753948-2-2019,Apparel,753948-2-2019,1500
0,0,Bruce Hamilton,01-11-2019,11,01-01-2019,603800-11-2019,Health,603800-11-2019,1814
0,0,Carina Chapman,01-03-2018,3,01-01-2018,394074-3-2018,Dining,394074-3-2018,2136
0,0,Anna Armstrong,01-02-2018,2,01-01-2018,863548-2-2018,Dining,863548-2-2018,1605
59,419,Fiona Hill,01-02-2015,2,01-01-2015,535796-2-2015,Apparel,535796-2-2015,1540
0,0,Alissa Perkins,01-08-2017,8,01-01-2017,748808-8-2017,Accessories,748808-8-2017,1727
0,0,Elian Murray,01-01-2016,1,01-01-2016,941956-1-2016,Travel,941956-1-2016,1656
0,0,Emma Taylor,01-01-2016,1,01-01-2016,130541-1-2016,Departmental,130541-1-2016,2021
0,0,Gianna Farrell,01-06-2018,6,01-01-2018,334914-6-2018,Departmental,334914-6-2018,1866
0,0,Leonardo Owens,01-03-2016,3,01-01-2016,987441-3-2016,Departmental,987441-3-2016,1703
59,583,Arnold Montgomery,01-12-2015,12,01-01-2015,409758-12-2015,Accessories,409758-12-2015,2023
0,0,Antony Parker,01-11-2019,11,01-01-2019,220461-11-2019,Dining,220461-11-2019,1994
0,0,Gianna Hamilton,01-08-2019,8,01-01-2019,632762-8-2019,Departmental,632762-8-2019,1777
0,0,Ryan Cameron,01-03-2019,3,01-01-2019,948151-3-2019,Travel,948151-3-2019,1574
0,0,Edgar Foster,01-12-2018,12,01-01-2018,335363-12-2018,Accessories,335363-12-2018,1615
0,0,Elian Gibson,01-02-2017,2,01-01-2017,878024-2-2017,Travel,878024-2-2017,1815
0,0,Spike Adams,01-10-2019,10,01-01-2019,611652-10-2019,Departmental,611652-10-2019,2112
0,0,Fiona Walker,01-12-2016,12,01-01-2016,520058-12-2016,Books,520058-12-2016,1674
0,0,Leonardo Bailey,01-11-2019,11,01-01-2019,487235-11-2019,Books,487235-11-2019,2066
88,324,Rebecca Holmes,01-08-2015,8,01-01-2015,514947-8-2015,Apparel,514947-8-2015,1978
0,0,Myra Crawford,01-04-2017,4,01-01-2017,723603-4-2017,Books,723603-4-2017,1629
0,0,Agata Elliott,01-09-2019,9,01-01-2019,712765-9-2019,Dining,712765-9-2019,2064
